timestamp,t_rel,client_id,ground_truth_class,text_len,max_new_tokens,status_code,latency_ms,model_ms,error
2026-09-08T19:21:46.784593+00:00,12.454,atk-000,attack,58,16,503,4.46,,
2026-09-08T19:21:46.803019+00:00,12.472,atk-010,attack,58,16,200,1953.04,347.11,
2026-09-08T19:21:46.834806+00:00,12.504,atk-001,attack,55,16,503,3.47,,
2026-09-08T19:21:46.885308+00:00,12.554,atk-002,attack,36,16,503,3.62,,
2026-09-08T19:21:46.889630+00:00,12.559,legit-000,legitimate,58,16,200,1937.33,338.58,
2026-09-08T19:21:46.935380+00:00,12.604,atk-003,attack,35,16,503,3.4,,
2026-09-08T19:21:46.987872+00:00,12.657,atk-004,attack,55,16,503,5.15,,
2026-09-08T19:21:47.036013+00:00,12.705,atk-005,attack,35,16,503,2.72,,
2026-09-08T19:21:47.087160+00:00,12.756,atk-006,attack,36,16,503,2.88,,
2026-09-08T19:21:47.138234+00:00,12.807,atk-007,attack,41,16,503,2.74,,
2026-09-08T19:21:47.185934+00:00,12.855,atk-003,attack,55,16,200,2081.66,384.04,
2026-09-08T19:21:47.223210+00:00,12.892,legit-003,legitimate,41,16,200,1901.44,334.64,
2026-09-08T19:21:47.290840+00:00,12.96,atk-010,attack,38,16,503,2.89,,
2026-09-08T19:21:47.341985+00:00,13.011,atk-011,attack,38,16,503,2.85,,
2026-09-08T19:21:47.393051+00:00,13.062,atk-000,attack,41,16,503,2.8,,
2026-09-08T19:21:47.444367+00:00,13.113,atk-001,attack,58,16,503,3.02,,
2026-09-08T19:21:47.493587+00:00,13.163,atk-002,attack,41,16,503,2.11,,
2026-09-08T19:21:47.544640+00:00,13.214,atk-003,attack,58,16,503,2.78,,
2026-09-08T19:21:47.559101+00:00,13.228,atk-005,attack,38,16,200,1745.35,335.76,
2026-09-08T19:21:47.564187+00:00,13.233,atk-010,attack,35,16,200,2104.61,378.42,
2026-09-08T19:21:47.646007+00:00,13.315,atk-005,attack,55,16,503,2.92,,
2026-09-08T19:21:47.698529+00:00,13.368,atk-006,attack,35,16,503,3.5,,
2026-09-08T19:21:47.748733+00:00,13.418,atk-007,attack,35,16,503,2.88,,
2026-09-08T19:21:47.800356+00:00,13.469,atk-008,attack,55,16,429,3.3,,
2026-09-08T19:21:47.850658+00:00,13.52,atk-009,attack,35,16,503,2.95,,
2026-09-08T19:21:47.895969+00:00,13.565,atk-000,attack,41,16,200,1726.63,331.4,
2026-09-08T19:21:47.900654+00:00,13.57,atk-010,attack,55,16,503,2.47,,
2026-09-08T19:21:47.925234+00:00,13.594,atk-011,attack,38,16,200,1806.13,366.12,
2026-09-08T19:21:48.001769+00:00,13.671,atk-000,attack,55,16,503,2.59,,
2026-09-08T19:21:48.053665+00:00,13.723,atk-001,attack,38,16,503,3.58,,
2026-09-08T19:21:48.103956+00:00,13.773,atk-002,attack,58,16,503,2.97,,
2026-09-08T19:21:48.154146+00:00,13.823,atk-003,attack,58,16,503,2.91,,
2026-09-08T19:21:48.205535+00:00,13.875,atk-004,attack,38,16,503,3.08,,
2026-09-08T19:21:48.258695+00:00,13.928,atk-005,attack,58,16,503,5.88,,
2026-09-08T19:21:48.258865+00:00,13.928,atk-006,attack,58,16,200,1783.88,362.42,
2026-09-08T19:21:48.267963+00:00,13.937,atk-008,attack,41,16,200,1690.89,343.85,
2026-09-08T19:21:48.356883+00:00,14.026,atk-007,attack,58,16,503,2.95,,
2026-09-08T19:21:48.408117+00:00,14.077,atk-008,attack,36,16,503,2.98,,
2026-09-08T19:21:48.458715+00:00,14.128,atk-009,attack,36,16,503,2.75,,
2026-09-08T19:21:48.509338+00:00,14.178,atk-010,attack,35,16,503,2.41,,
2026-09-08T19:21:48.560585+00:00,14.23,atk-011,attack,41,16,503,2.97,,
2026-09-08T19:21:48.593335+00:00,14.262,atk-008,attack,41,16,200,1407.33,323.51,
2026-09-08T19:21:48.611317+00:00,14.28,atk-000,attack,35,16,429,2.71,,
2026-09-08T19:21:48.618353+00:00,14.287,legit-002,legitimate,55,16,200,1772.33,360.26,
2026-09-08T19:21:48.662469+00:00,14.332,atk-001,attack,58,16,429,2.8,,
2026-09-08T19:21:48.713879+00:00,14.383,atk-002,attack,58,16,429,3.04,,
2026-09-08T19:21:48.764583+00:00,14.434,atk-003,attack,36,16,429,3.37,,
2026-09-08T19:21:48.815209+00:00,14.484,atk-004,attack,55,16,429,3.29,,
2026-09-08T19:21:48.865944+00:00,14.535,atk-005,attack,41,16,429,3.33,,
2026-09-08T19:21:48.916338+00:00,14.585,atk-006,attack,55,16,429,3.05,,
2026-09-08T19:21:48.922039+00:00,14.591,atk-009,attack,38,16,200,1684.55,328.85,
2026-09-08T19:21:48.967253+00:00,14.636,atk-007,attack,38,16,429,2.9,,
2026-09-08T19:21:49.005251+00:00,14.674,atk-004,attack,35,16,200,1412.76,386.85,
2026-09-08T19:21:49.017774+00:00,14.687,atk-008,attack,58,16,429,2.31,,
2026-09-08T19:21:49.069073+00:00,14.738,atk-009,attack,36,16,429,2.97,,
2026-09-08T19:21:49.119304+00:00,14.788,atk-010,attack,58,16,429,2.93,,
2026-09-08T19:21:49.170691+00:00,14.84,atk-011,attack,55,16,429,3.07,,
2026-09-08T19:21:49.251805+00:00,14.921,legit-001,legitimate,38,16,200,1595.58,327.86,
2026-09-08T19:21:49.377337+00:00,15.046,atk-011,attack,36,16,200,1428.82,372.07,
2026-09-08T19:21:49.426216+00:00,15.095,atk-004,attack,55,16,503,3.9,,
2026-09-08T19:21:49.475483+00:00,15.145,atk-005,attack,55,16,503,2.91,,
2026-09-08T19:21:49.526700+00:00,15.196,atk-006,attack,36,16,503,2.94,,
2026-09-08T19:21:49.577665+00:00,15.247,atk-007,attack,35,16,503,2.7,,
